attention,meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,831736,699005,61151,502151,617759,153367,170734,150059
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,334604,99614,32544,71286,42806,24382,54470,38655
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
0,0,1399588,111966,30257,30405,21131,44820,24972,45428
