attention,meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,569168,499603,142466,146513,102858,177109,231028,107286
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,776374,335472,68058,48502,135785,179768,201263,80438
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
0,0,589648,466371,51870,35041,17755,68543,71040,24259
