1701173583702,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583705,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583710,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583713,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583717,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583721,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583725,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583729,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583733,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583737,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583741,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583745,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583749,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583752,-70,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583758,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583760,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583764,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583768,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583773,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583776,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583780,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583784,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583788,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583792,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583796,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583800,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583804,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583808,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583811,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583815,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583820,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583823,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583827,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583831,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583835,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583839,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583843,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583847,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583851,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583855,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583858,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583862,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583866,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583870,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583874,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583878,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583882,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583886,2047,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583889,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583893,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583897,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583901,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583905,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
1701173583909,-2048,0,0,620520,103695,26627,64712,91146,130432,148776,52330
